StrongsId,ReferenceCount,PartOfSpeech
H4290,2,masculine noun
H4291,8,verb
H4292,1,masculine noun
H4293,1,masculine noun
H4294,252,masculine noun
H4295,19,adverb
H4296,29,feminine noun
H4297,1,masculine noun
H4298,1,feminine noun
H4299,1,masculine noun
H4300,1,masculine noun
H4301,5,masculine noun
H4302,6,masculine noun
H4303,8,masculine noun
H4304,2,feminine noun
H4305,17,verb
H4306,38,masculine noun
H4307,16,feminine noun
H4308,2,proper feminine noun
H4309,1,adjective
H4310,422,interrogative pronoun
H4311,5,proper locative noun
H4312,2,proper masculine noun
H4313,1,proper locative noun
H4314,2,proper masculine noun
H4315,6,masculine noun
H4316,4,proper masculine noun
H4317,13,proper masculine noun
H4318,33,proper masculine noun
H4319,2,proper masculine noun
H4320,4,proper masculine noun
H4321,18,proper masculine noun
H4322,2,proper masculine noun
H4323,1,masculine noun
H4324,18,proper feminine noun
H4325,581,masculine noun
H4326,4,proper masculine noun
H4327,31,masculine noun
H4328,0,participle
H4329,1,masculine noun
H4330,3,masculine noun
H4331,1,proper masculine noun
H4332,7,proper masculine noun
H4333,1,proper masculine noun
H4334,23,masculine noun
H4335,1,proper masculine noun
H4336,14,proper masculine noun
H4337,1,proper masculine noun
H4338,1,proper masculine noun
H4339,19,masculine noun
H4340,9,masculine noun
H4341,16,masculine noun
H4342,1,participle
H4343,1,proper masculine noun
H4344,1,proper masculine noun
H4345,6,masculine noun
H4346,1,masculine noun
H4347,48,feminine noun
H4348,5,feminine noun
H4349,17,masculine noun
H4350,24,feminine noun
H4351,3,feminine noun
H4352,1,proper masculine noun
H4353,22,proper masculine noun
H4354,1,adjective
H4355,3,verb
H4356,3,masculine noun
H4357,1,feminine noun
H4358,2,adverb, masculine noun
H4359,1,masculine noun
H4360,1,masculine noun
H4361,1,feminine noun
H4362,1,masculine noun
H4363,11,proper locative noun
H4364,2,masculine noun
H4365,3,feminine noun
H4366,2,proper locative noun
H4367,1,proper masculine noun
H4368,1,proper locative noun
H4369,1,feminine noun
H4370,5,masculine noun
H4371,6,masculine noun
H4372,16,masculine noun
H4373,2,feminine noun
H4374,4,masculine noun
H4375,6,proper locative noun
H4376,80,verb
H4377,3,masculine noun
H4378,2,masculine noun
H4379,0,masculine noun
H4380,1,feminine noun
H4381,1,proper masculine noun
H4382,1,adjective
H4383,14,masculine noun
H4384,2,feminine noun
H4385,9,masculine noun
H4386,1,masculine noun
H4387,6,masculine noun
H4388,2,masculine noun
H4389,1,masculine noun
H4390,253,verb
H4391,2,verb
H4392,55,adjective
H4393,38,masculine noun
H4394,15,masculine noun
H4395,8,feminine noun
H4396,3,feminine noun
H4397,213,masculine noun
H4398,2,masculine noun
H4399,167,feminine noun
H4400,1,feminine noun
H4401,1,proper masculine noun
H4402,1,feminine noun
H4403,8,masculine noun
H4404,3,masculine noun
H4405,38,feminine noun
H4406,24,feminine noun
H4407,10,proper masculine noun
H4408,1,masculine noun
H4409,7,proper masculine noun
H4410,24,feminine noun
H4411,8,masculine noun
H4412,2,feminine noun
H4413,2,proper masculine noun
H4414,5,verb
H4415,1,verb
H4416,3,masculine noun
H4417,28,masculine noun
H4418,2,masculine noun
H4419,4,masculine noun
H4420,3,feminine noun
H4421,319,feminine noun
H4422,95,verb
H4423,1,masculine noun
H4424,1,proper masculine noun
H4425,1,feminine noun
H4426,2,feminine noun
H4427,348,verb
H4428,2523,masculine noun
H4429,4,proper masculine noun
H4430,180,masculine noun
H4431,1,masculine noun
H4432,9,proper masculine noun
H4433,2,feminine noun
H4434,1,feminine noun
H4435,11,proper feminine noun
H4436,35,feminine noun
H4437,57,feminine noun
H4438,90,feminine noun
H4439,3,proper masculine noun
H4440,1,adjective
H4441,16,proper masculine noun
H4442,2,proper masculine noun
H4443,1,proper masculine noun
H4444,5,proper masculine noun
H4445,5,proper masculine noun
H4446,5,feminine noun
H4447,1,proper feminine noun
H4448,5,verb
H4449,5,verb
H4450,1,proper masculine noun
H4451,1,masculine noun
H4452,1,verb
H4453,2,masculine noun
H4454,2,verb
H4455,8,masculine noun
H4456,8,masculine noun
H4457,6,masculine noun
H4458,1,feminine noun
H4459,1,feminine noun
H4460,1,feminine noun
H4461,1,masculine noun
H4462,4,proper masculine noun
H4463,2,masculine noun
H4464,2,masculine noun
H4465,10,masculine noun
H4466,1,feminine noun
H4467,117,feminine noun
H4468,9,masculine noun
H4469,2,masculine noun
H4470,1,masculine noun
H4471,10,proper locative noun, proper masculine noun
H4472,1,masculine noun
H4473,1,masculine noun
H4474,6,masculine noun
H4475,14,feminine noun
H4476,1,masculine noun
H4477,2,masculine noun
H4478,14,masculine noun
H4479,10,interrogative pronoun
H4480,1223,conjunction, preposition
H4481,107,preposition
H4482,2,masculine noun
H4483,5,verb
H4484,3,masculine noun
H4485,1,feminine noun
H4486,4,masculine noun
H4487,28,verb
H4488,5,masculine noun
H4489,2,masculine noun
H4490,14,feminine noun
H4491,2,masculine noun
H4492,1,feminine noun
H4493,1,masculine noun
H4494,6,masculine noun
H4495,18,proper masculine noun
H4496,22,feminine noun
H4497,1,masculine noun
H4498,8,masculine noun
H4499,2,feminine noun
H4500,4,masculine noun
H4501,42,feminine noun
H4502,1,masculine noun
H4503,211,feminine noun
H4504,2,feminine noun
H4505,8,proper masculine noun
H4506,3,proper locative noun, proper masculine noun
H4507,1,proper masculine noun
H4508,1,proper locative noun
H4509,3,proper masculine noun
H4510,1,masculine noun
H4511,2,proper locative noun
H4512,1,masculine noun
H4513,29,verb
H4514,6,masculine noun
H4515,1,masculine noun
H4516,1,masculine noun
H4517,1,masculine noun
H4518,4,feminine noun
H4519,146,proper masculine noun
H4520,4,adjective
H4521,7,feminine noun
H4522,23,masculine noun
H4523,1,adjective
H4524,5,masculine noun
H4525,7,masculine noun
H4526,17,feminine noun
H4527,1,masculine noun
H4528,1,masculine noun
H4529,4,verb
H4530,1,noun
H4531,5,feminine noun
H4532,4,proper locative noun
H4533,3,masculine noun
H4534,1,feminine noun
H4535,1,adverb, noun
H4536,1,masculine noun
H4537,5,verb
H4538,1,masculine noun
H4539,25,masculine noun
H4540,1,feminine noun
H4541,28,feminine noun
H4542,4,adjective
H4543,7,feminine noun
H4544,1,feminine noun
H4545,2,feminine noun
H4546,27,feminine noun
H4547,1,masculine noun
H4548,4,feminine noun
H4549,21,verb
H4550,12,masculine noun
H4551,2,masculine noun
H4552,1,masculine noun
H4553,14,masculine noun
H4554,5,masculine noun
H4555,2,feminine noun
H4556,3,feminine noun
H4557,134,masculine noun
H4558,1,proper masculine noun
H4559,1,proper feminine noun
H4560,2,verb
H4561,1,masculine noun
H4562,1,feminine noun
H4563,1,masculine noun
H4564,1,masculine noun
H4565,10,masculine noun
H4566,1,masculine noun
H4567,1,masculine noun
H4568,1,masculine noun
H4569,11,masculine noun
H4570,16,masculine noun
H4571,6,verb
H4572,1,proper masculine noun
H4573,1,proper masculine noun
H4574,4,masculine noun
H4575,1,feminine noun
H4576,1,masculine noun
H4577,1,masculine noun
H4578,32,masculine noun
H4579,1,feminine noun
H4580,2,masculine noun
H4581,36,masculine noun
H4582,1,proper masculine noun
H4583,17,masculine noun
H4584,8,proper locative noun, proper masculine noun
H4585,10,feminine noun
H4586,4,proper masculine noun
H4587,1,proper masculine plural noun
H4588,1,masculine noun
H4589,1,masculine noun
H4590,2,proper masculine noun
H4591,21,verb
H4592,102,substantive
H4593,1,noun
H4594,1,masculine noun
H4595,1,feminine noun
H4596,1,masculine noun
H4597,1,proper masculine noun
H4598,28,masculine noun
H4599,23,masculine noun
H4600,4,verb
H4601,23,proper noun, proper feminine noun, proper masculine noun
H4602,8,adjective
H4603,36,verb
H4604,28,masculine noun
H4605,140,adjective, adverb, substantive
H4606,1,masculine noun
H4607,1,masculine noun
H4608,15,masculine noun
H4609,47,feminine noun
H4610,3,proper locative noun
H4611,41,masculine noun
H4612,5,masculine noun
H4613,1,masculine noun
H4614,1,feminine noun
H4615,5,masculine noun
H4616,272,preposition, substantive
H4617,8,masculine noun
H4618,2,feminine noun
H4619,1,proper masculine noun
H4620,1,feminine noun
H4621,2,masculine noun
H4622,1,masculine noun
H4623,1,masculine noun
H4624,1,masculine noun
H4625,1,masculine noun
H4626,2,masculine noun
H4627,9,masculine noun
H4628,14,masculine noun
H4629,1,masculine noun
H4630,1,feminine noun
H4631,39,feminine noun
H4632,1,proper locative noun
H4633,1,masculine noun
H4634,19,feminine noun
H4635,9,feminine noun
H4636,1,masculine noun
H4637,1,feminine noun
H4638,1,proper locative noun
H4639,235,masculine noun
H4640,1,proper masculine noun
H4641,23,proper masculine noun
H4642,2,feminine noun
H4643,32,masculine noun
H4644,1,proper locative noun
H4645,1,masculine noun
H4646,1,masculine noun
H4647,1,masculine noun
H4648,15,proper masculine noun
H4649,1,proper masculine plural noun
H4650,1,masculine noun
H4651,2,masculine noun
H4652,1,feminine noun
H4653,1,feminine noun
H4654,3,feminine noun
H4655,1,masculine noun
H4656,4,feminine noun
H4657,1,masculine noun
H4658,8,feminine noun
H4659,3,masculine noun
H4660,1,masculine noun
H4661,1,masculine noun
H4662,4,masculine noun
H4663,1,masculine noun
H4664,1,masculine noun
H4665,1,feminine noun
H4666,2,masculine noun
H4667,1,feminine noun
H4668,2,masculine noun
H4669,2,masculine noun
H4670,8,masculine noun
H4671,8,masculine noun
H4672,455,verb
H4673,10,masculine noun
H4674,1,masculine noun
H4675,2,feminine noun
H4676,32,feminine noun
H4677,1,proper noun
H4678,6,feminine noun
H4679,10,feminine noun
H4680,7,verb
H4681,1,proper feminine locative noun
H4682,53,feminine noun
H4683,3,feminine noun
H4684,2,feminine noun
H4685,4,feminine noun, masculine noun
H4686,25,feminine noun
H4687,181,feminine noun
H4688,11,feminine noun
H4689,6,masculine noun
H4690,2,masculine noun
H4691,7,feminine noun
H4692,26,masculine noun
H4693,4,proper locative noun
H4694,8,feminine noun
H4695,1,feminine noun
H4696,13,masculine noun
H4697,1,feminine noun
H4698,1,feminine noun
H4699,1,masculine noun
H4700,13,dual feminine noun
H4701,12,feminine noun
H4702,1,masculine noun
H4703,3,masculine noun
H4704,1,feminine noun
H4705,5,masculine noun
H4706,1,proper locative noun
H4707,2,masculine noun
H4708,10,proper locative noun
H4709,36,proper feminine locative noun
H4710,1,masculine noun
H4711,1,verb
H4712,3,masculine noun
H4713,97,adjective
H4714,614,adjective, proper locative noun
H4715,2,masculine noun
H4716,2,masculine noun
H4717,3,feminine noun
H4718,2,feminine noun
H4719,9,proper locative noun
H4720,74,masculine noun
H4721,2,masculine noun
H4722,2,proper femine locative plural noun
H4723,12,masculine noun, proper masculine noun
H4724,1,feminine noun
H4725,401,masculine noun
H4726,18,masculine noun
H4727,1,masculine noun
H4728,1,feminine noun
H4729,1,masculine noun
H4730,2,feminine noun
H4731,18,masculine noun
H4732,4,proper masculine noun
H4733,20,masculine noun
H4734,4,feminine noun
H4735,76,masculine noun
H4736,15,feminine noun
H4737,2,proper masculine noun
H4738,2,masculine noun
H4739,1,proper locative noun
H4740,12,masculine noun
H4741,1,feminine noun
H4742,2,feminine noun
H4743,10,verb
H4744,23,masculine noun
H4745,10,masculine noun
H4746,1,masculine noun
H4747,2,feminine noun
H4748,1,masculine noun
H4749,10,feminine noun
H4750,1,feminine noun
H4751,41,adjective, adverb
H4752,1,masculine noun
H4753,12,masculine noun
H4754,2,verb
H4755,1,proper feminine noun
H4756,4,masculine noun
H4757,1,proper masculine noun
H4758,104,masculine noun
H4759,11,feminine noun
H4760,1,feminine noun
H4761,1,adverb, feminine noun
H4762,8,proper locative noun
H4763,8,adverb, feminine noun
H4764,3,proper feminine noun
H4765,2,masculine noun
H4766,2,masculine noun
H4767,1,feminine noun
H4768,5,feminine noun
H4769,2,masculine noun
H4770,4,masculine noun
H4771,1,masculine noun
H4772,5,feminine noun
H4773,1,feminine noun
H4774,1,feminine noun
H4775,25,verb
H4776,1,masculine noun
H4777,1,masculine noun
H4778,2,proper masculine noun
H4779,2,adjective
H4780,1,feminine noun
H4781,1,proper masculine noun
H4782,60,proper masculine noun
H4783,1,masculine noun
H4784,45,verb
H4785,5,proper feminine noun
H4786,1,feminine noun
H4787,0,feminine noun
H4788,3,masculine noun
H4789,1,proper locative noun
H4790,1,masculine noun
H4791,54,masculine noun
H4792,2,proper locative noun
H4793,1,masculine noun
H4794,4,feminine noun
H4795,1,masculine noun
H4796,1,proper femine locative plural noun
H4797,1,masculine noun
H4798,1,masculine noun
H4799,1,verb
H4800,6,masculine noun
H4801,17,masculine noun
H4802,2,feminine noun
H4803,12,verb
H4804,1,verb
H4805,23,masculine noun
H4806,8,masculine noun
H4807,3,proper masculine noun
H4808,7,feminine noun
H4809,6,proper locative noun
H4810,1,proper masculine noun
H4811,1,proper masculine noun
H4812,7,proper masculine plural noun
H4813,15,proper feminine noun
H4814,1,feminine noun
H4815,1,adjective
H4816,1,masculine noun
H4817,3,masculine noun
H4818,44,feminine noun
H4819,1,feminine noun
H4820,39,feminine noun
H4821,1,proper masculine noun
H4822,6,proper masculine plural noun
H4823,7,masculine noun
H4824,2,adjective
H4825,1,proper masculine noun
H4826,1,proper masculine noun
H4827,1,participle
H4828,7,masculine noun
H4829,13,masculine noun
H4830,10,feminine noun
H4831,1,proper locative noun
H4832,16,masculine noun
H4833,1,masculine noun
H4834,4,verb
H4835,1,feminine noun
H4836,2,masculine noun
H4837,1,feminine noun
H4838,4,verb
H4839,2,masculine noun
H4840,1,masculine noun
H4841,2,feminine noun
H4842,4,feminine noun
H4843,13,verb
H4844,3,masculine noun
H4845,1,feminine noun
H4846,4,feminine noun
H4847,39,proper masculine noun
H4848,1,adjective
H4849,1,feminine noun
H4850,1,proper feminine noun
H4851,1,proper masculine noun
H4852,1,proper locative noun
H4853,65,masculine noun, proper masculine noun
H4854,2,proper masculine noun
H4855,2,masculine noun
H4856,1,masculine noun
H4857,1,masculine noun
H4858,1,feminine noun
H4859,2,feminine noun
H4860,1,masculine noun
H4861,2,proper locative noun
H4862,2,feminine noun
H4863,4,feminine noun
H4864,16,feminine noun
H4865,9,feminine noun
H4866,3,masculine noun
H4867,5,masculine noun
H4868,1,masculine noun
H4869,17,masculine noun, proper locative noun
H4870,1,masculine noun
H4871,4,verb
H4872,766,proper masculine noun
H4873,1,proper masculine noun
H4874,1,masculine noun
H4875,3,feminine noun
H4876,2,feminine noun
H4877,1,proper masculine noun
H4878,12,feminine noun
H4879,1,feminine noun
H4880,2,masculine noun
H4881,2,feminine noun
H4882,1,feminine noun
H4883,1,masculine noun
H4884,4,feminine noun
H4885,17,masculine noun
H4886,69,verb
H4887,2,masculine noun
H4888,26,feminine noun
H4889,11,masculine noun
H4890,1,masculine noun
H4891,1,masculine noun
H4892,1,masculine noun
H4893,2,masculine noun
H4894,3,masculine noun
H4895,2,feminine noun
H4896,1,masculine noun
H4897,2,masculine noun
H4898,3,proper masculine noun
H4899,39,masculine noun
H4900,36,verb
H4901,2,masculine noun
H4902,9,proper masculine noun
H4903,6,masculine noun
H4904,46,masculine noun
H4905,13,masculine noun
H4906,6,feminine noun
H4907,1,masculine noun
H4908,139,masculine noun
H4909,4,feminine noun
H4910,81,verb
H4911,17,verb
H4912,38,masculine noun
H4913,1,proper locative noun
H4914,1,masculine noun
H4915,3,masculine noun
H4916,10,masculine noun
H4917,2,feminine noun
H4918,25,proper masculine noun
H4919,2,proper masculine plural noun
H4920,4,proper masculine noun
H4921,1,proper masculine noun
H4922,1,proper feminine noun
H4923,7,feminine noun
H4924,7,masculine noun
H4925,1,proper masculine noun
H4926,1,masculine noun
H4927,4,proper masculine noun
H4928,3,feminine noun
H4929,22,masculine noun
H4930,1,feminine noun
H4931,78,feminine noun
H4932,35,masculine noun
H4933,5,feminine noun
H4934,1,masculine noun
H4935,1,feminine noun
H4936,1,proper masculine noun
H4937,5,masculine noun
H4938,12,feminine noun
H4939,1,masculine noun
H4940,303,feminine noun
H4941,421,masculine noun
H4942,2,masculine noun
H4943,1,masculine noun
H4944,1,masculine noun
H4945,19,masculine noun
H4946,1,masculine noun
H4947,3,masculine noun
H4948,49,masculine noun
H4949,2,feminine noun
H4950,1,masculine noun
H4951,2,feminine noun
H4952,1,feminine noun
H4953,4,feminine noun
H4954,1,adjective
H4955,2,feminine noun
H4956,2,proper locative noun
H4957,2,proper locative noun
H4958,1,masculine noun
H4959,9,verb
H4960,46,masculine noun
H4961,1,masculine noun
H4962,21,masculine noun
H4963,1,masculine noun
H4964,4,masculine noun
H4965,1,masculine noun
H4966,12,adjective, masculine noun
H4967,2,proper masculine noun
H4968,6,proper masculine noun
H4969,1,verb
H4970,43,interrogative adverb
H4971,5,feminine noun
H4972,1,feminine noun
H4973,3,feminine noun
H4974,4,masculine noun
H4975,47,masculine noun
H4976,5,masculine noun
H4977,3,proper masculine noun
H4978,3,feminine noun
H4979,17,feminine noun
H4980,2,proper locative noun
H4981,1,adjective
H4982,3,proper masculine noun
H4983,16,proper masculine noun
H4984,0,participle
H4985,5,verb
H4986,2,masculine noun
H4987,1,masculine noun
H4988,1,verb
H4989,2,proper feminine locative noun
H4990,2,proper masculine noun
H4991,6,feminine noun
H4992,1,proper masculine noun
H4993,8,proper masculine noun
H4994,403,particle
H4995,1,adjective
H4996,5,proper locative noun
H4997,6,masculine noun
H4998,3,verb
H4999,12,feminine noun
H5000,10,adjective
H5001,1,verb
H5002,376,masculine noun
H5003,31,verb
H5004,2,masculine noun
H5005,1,masculine noun
H5006,25,verb
H5007,5,feminine noun
H5008,2,verb
H5009,4,feminine noun
H5010,2,verb
H5011,6,proper locative noun
H5012,114,verb
H5013,3,verb
H5014,4,verb
H5015,13,proper locative noun, proper masculine noun
H5016,3,feminine noun
H5017,1,feminine noun
H5018,15,proper masculine noun
H5019,58,proper masculine noun
H5020,33,proper masculine noun
H5021,1,proper masculine noun
H5022,22,proper femine plural noun
H5023,2,feminine noun
H5024,1,verb
H5025,3,proper locative noun, proper masculine noun
H5026,1,proper masculine noun
H5027,69,verb
H5028,25,proper masculine noun
H5029,2,masculine noun
H5030,316,masculine noun
H5031,6,feminine noun
H5032,5,proper femine plural noun
H5033,1,masculine noun
H5034,25,verb
H5035,38,masculine noun
H5036,18,adjective
H5037,22,proper masculine noun
H5038,48,feminine noun
H5039,13,feminine noun
H5040,1,feminine noun
H5041,1,proper locative noun
H5042,11,verb
H5043,1,feminine noun
H5044,1,proper locative noun
H5045,111,masculine noun
H5046,370,verb
H5047,1,verb
H5048,150,adjective, adverb (with a preposition), substantive
H5049,1,preposition
H5050,6,verb
H5051,19,feminine noun
H5052,2,proper masculine noun
H5053,1,feminine noun
H5054,1,feminine noun
H5055,11,verb
H5056,2,adjective
H5057,44,masculine noun
H5058,13,feminine noun
H5059,15,verb
H5060,150,verb
H5061,78,masculine noun
H5062,49,verb
H5063,7,masculine noun
H5064,10,verb
H5065,23,verb
H5066,125,verb
H5067,6,masculine noun
H5068,18,verb
H5069,4,verb
H5070,20,proper masculine noun
H5071,26,feminine noun
H5072,1,proper masculine noun
H5073,2,masculine noun
H5074,28,verb
H5075,1,verb
H5076,1,masculine noun
H5077,3,verb
H5078,1,masculine noun
H5079,29,feminine noun
H5080,51,verb
H5081,29,adjective, masculine noun
H5082,1,feminine noun
H5083,1,masculine noun
H5084,1,masculine noun
H5085,1,masculine noun
H5086,9,verb
H5087,31,verb
H5088,60,masculine noun
H5089,1,masculine noun
H5090,31,verb
H5091,3,verb
H5092,7,masculine noun
H5093,0,feminine noun
H5094,3,masculine noun
H5095,10,verb
H5096,3,proper locative noun
H5097,1,masculine noun
H5098,5,verb
H5099,2,masculine noun
H5100,2,feminine noun
H5101,2,verb
H5102,6,verb
H5103,15,masculine noun
H5104,119,masculine noun
H5105,1,feminine noun
H5106,8,verb
H5107,4,verb
H5108,2,masculine noun
H5109,1,proper masculine noun
H5110,24,verb
H5111,1,verb
H5112,1,masculine noun
H5113,1,proper locative noun
H5114,1,proper masculine noun
H5115,2,verb
H5116,35,adjective, masculine noun
H5117,67,verb
H5118,2,masculine noun
H5119,1,proper feminine noun
H5120,1,verb
H5121,6,proper locative noun
H5122,3,feminine noun
H5123,6,verb
H5124,1,feminine noun
H5125,1,verb
H5126,30,proper masculine noun
H5127,159,verb
H5128,40,verb
H5129,2,proper feminine noun, proper masculine noun
H5130,37,verb
H5131,1,masculine noun
H5132,3,verb
H5133,4,feminine noun active participle
H5134,1,verb
H5135,17,masculine/feminine noun
H5136,1,verb
H5137,24,verb
H5138,6,masculine noun
H5139,16,masculine noun
H5140,16,verb
H5141,17,masculine noun
H5142,4,verb
H5143,1,masculine noun
H5144,10,verb
H5145,25,masculine noun
H5146,46,proper masculine noun
H5147,1,proper masculine noun
H5148,39,verb
H5149,1,proper masculine noun
H5150,3,masculine noun
H5151,1,proper masculine noun
H5152,18,proper masculine noun
H5153,1,adjective
H5154,10,feminine noun
H5155,1,feminine noun
H5156,1,masculine noun
H5157,58,verb
H5158,141,masculine noun
H5159,223,feminine noun
H5160,2,proper locative noun
H5161,3,adjective
H5162,108,verb
H5163,1,proper masculine noun
H5164,1,masculine noun
H5165,2,feminine noun
H5166,8,proper masculine noun
H5167,1,proper masculine noun
H5168,5,first person plural personal pronoun
H5169,1,verb
H5170,2,masculine/feminine noun
H5171,2,proper masculine noun
H5172,11,verb
H5173,2,masculine noun
H5174,9,masculine noun
H5175,31,masculine noun
H5176,9,proper masculine noun
H5177,10,proper masculine noun
H5178,140,masculine noun
H5179,1,proper feminine noun
H5180,1,proper noun
H5181,11,verb
H5182,6,verb
H5183,8,masculine/feminine noun
H5184,5,proper masculine noun
H5185,0,adjective
H5186,213,verb
H5187,1,adjective
H5188,2,feminine noun
H5189,3,feminine noun
H5190,4,verb
H5191,2,verb
H5192,1,masculine noun
H5193,58,verb
H5194,4,masculine noun
H5195,1,masculine noun
H5196,1,proper plural locative noun
H5197,18,verb
H5198,2,masculine noun
H5199,2,proper locative noun
H5200,11,adjective patrial
H5201,9,verb
H5202,1,verb
H5203,40,verb
H5204,1,masculine noun
H5205,1,masculine noun
H5206,1,feminine noun
H5207,43,masculine noun
H5208,2,masculine noun
H5209,3,masculine noun
H5210,17,proper locative noun
H5211,1,participle
H5212,2,proper noun
H5213,1,masculine noun
H5214,2,verb
H5215,4,masculine noun
H5216,48,masculine noun
H5217,1,verb
H5218,5,adjective
H5219,2,feminine noun
H5220,3,masculine noun
H5221,501,verb
H5222,1,adjective
H5223,3,adjective
H5224,3,proper masculine noun
H5225,1,proper masculine noun
H5226,2,adjective, adverb, substantive
H5227,23,adjective, adverb, substantive
H5228,4,adjective, substantive
H5229,4,feminine adjective
H5230,4,verb
H5231,1,masculine noun
H5232,2,masculine noun
H5233,5,masculine noun
H5234,49,verb
H5235,1,masculine noun
H5236,36,masculine noun
H5237,46,adjective
H5238,2,feminine noun
H5239,1,verb
H5240,0,participle
H5241,3,proper masculine noun
H5242,1,adjective
H5243,5,verb
H5244,2,feminine noun
H5245,1,masculine noun
H5246,6,masculine noun
H5247,1,proper locative noun
H5248,4,proper masculine noun
H5249,2,proper masculine locative plural noun
H5250,5,proper masculine noun
H5251,21,masculine noun
H5252,1,feminine noun
H5253,9,verb
H5254,36,verb
H5255,4,verb
H5256,1,verb
H5257,6,masculine noun
H5258,25,verb
H5259,1,verb
H5260,1,verb
H5261,1,masculine noun
H5262,64,masculine noun
H5263,0,verb
H5264,2,verb
H5265,146,verb
H5266,1,verb
H5267,3,verb
H5268,2,proper masculine noun
H5269,1,proper locative noun
H5270,4,proper feminine noun
H5271,47,feminine noun
H5272,1,proper locative noun
H5273,13,adjective
H5274,8,verb
H5275,22,feminine noun
H5276,8,verb
H5277,1,proper masculine noun
H5278,7,masculine noun
H5279,5,proper feminine noun, proper feminine locative noun
H5280,1,adjective
H5281,21,proper feminine noun
H5282,1,masculine noun
H5283,16,proper masculine noun
H5284,4,adjective
H5285,2,masculine noun
H5286,1,verb
H5287,11,verb
H5288,240,masculine noun
H5289,0,masculine noun
H5290,4,masculine noun
H5291,63,feminine noun
H5292,4,proper feminine noun, proper locative noun
H5293,1,proper masculine noun
H5294,3,proper masculine noun
H5295,1,proper locative noun
H5296,2,feminine noun
H5297,7,proper locative noun
H5298,4,proper masculine noun
H5299,4,feminine noun
H5300,2,proper noun
H5301,12,verb
H5302,1,proper locative noun
H5303,3,masculine noun
H5304,0,proper plural noun
H5305,3,proper masculine noun
H5306,4,masculine noun
H5307,435,verb
H5308,11,verb
H5309,3,masculine noun
H5310,22,verb
H5311,1,masculine noun
H5312,11,verb
H5313,2,feminine noun
H5314,4,verb
H5315,754,feminine noun
H5316,1,feminine noun
H5317,5,masculine noun
H5318,2,proper locative noun
H5319,1,masculine noun
H5320,2,proper plural locative noun
H5321,51,proper locative noun, proper masculine noun
H5322,4,masculine noun
H5323,1,verb
H5324,74,verb
H5325,1,masculine noun
H5326,1,feminine noun
H5327,11,verb
H5328,2,feminine noun
H5329,64,verb
H5330,1,verb
H5331,44,masculine noun
H5332,2,masculine noun
H5333,12,masculine noun
H5334,1,proper locative noun
H5335,2,proper masculine noun
H5336,1,adjective
H5337,213,verb
H5338,3,verb
H5339,1,masculine noun
H5340,1,verb
H5341,61,verb
H5342,4,masculine noun
H5343,1,adjective
H5344,25,verb
H5345,1,masculine noun
H5346,1,proper locative noun
H5347,22,feminine noun
H5348,9,adjective
H5349,2,masculine noun
H5350,3,masculine noun
H5351,1,feminine noun
H5352,44,verb
H5353,4,proper feminine noun
H5354,1,verb
H5355,43,adjective
H5356,5,masculine noun
H5357,3,masculine noun
H5358,35,verb
H5359,17,masculine noun
H5360,27,feminine noun
H5361,3,verb
H5362,19,verb
H5363,2,masculine noun
H5364,1,feminine noun
H5365,6,verb
H5366,2,feminine noun
H5367,5,verb
H5368,1,verb
H5369,16,proper masculine noun
H5370,1,proper masculine noun
H5371,3,proper masculine noun
H5372,4,verb
H5373,3,masculine noun
H5374,10,proper masculine noun
H5375,653,verb
H5376,3,verb
H5377,15,verb
H5378,5,verb
H5379,1,passive participle/feminine infinitive
H5380,3,verb
H5381,50,verb
H5382,6,verb
H5383,13,verb
H5384,2,masculine noun
H5385,1,feminine noun passive participle
H5386,1,masculine noun
H5387,134,masculine noun
H5388,1,feminine noun
H5389,1,feminine noun
H5390,2,feminine noun
H5391,16,verb
H5392,12,masculine noun
H5393,3,feminine noun
H5394,7,verb
H5395,1,verb
H5396,1,feminine noun
H5397,23,feminine noun
H5398,2,verb
H5399,12,masculine noun
H5400,3,verb
H5401,35,verb
H5402,10,masculine noun
H5403,2,masculine noun
H5404,26,masculine noun
H5405,3,verb
H5406,2,masculine noun
H5407,3,masculine noun
H5408,9,verb
H5409,13,masculine noun
H5410,26,masculine/feminine noun
H5411,17,masculine noun
H5412,1,masculine noun
H5413,21,verb
H5414,2011,verb
H5415,7,verb
H5416,42,proper masculine noun
H5417,14,proper masculine noun
H5418,20,proper masculine noun
H5419,1,proper masculine noun
H5420,1,verb
H5421,1,verb
H5422,42,verb
H5423,27,verb
H5424,14,masculine noun
H5425,8,verb
H5426,1,verb
H5427,2,masculine noun
H5428,21,verb
H5429,9,feminine noun
H5430,1,masculine noun
H5431,1,verb
H5432,1,verb
H5433,5,verb
H5434,4,proper locative noun, proper masculine noun
H5435,4,masculine noun
H5436,1,proper gentilic noun
H5437,157,verb
H5438,1,feminine noun
H5439,335,adjective, adverb, substantive
H5440,2,verb
H5441,1,masculine noun
H5442,4,masculine noun
H5443,4,feminine noun
H5444,4,proper masculine noun
H5445,9,verb
H5446,1,verb
H5447,3,masculine noun
H5448,3,masculine noun
H5449,5,masculine noun
H5450,6,feminine noun
H5451,1,feminine noun
H5452,1,verb
H5453,1,proper locative noun
H5454,2,proper masculine noun
H5455,2,proper masculine noun
H5456,5,verb
